Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-08-17,Oldboy,2003,https://boxd.it/4I4aUT,5,Yes,"One of the greatest films of all time, but seeing it on the big screen for its twentieth anniversary was extra special. The penthouse scene had my heart racing even when I knew what was coming.",,2023-08-16
2023-08-19,The Amazing Spider-Man 2,2014,https://boxd.it/4IxxML,5,Yes,"I don’t care what anyone else says, this is STILL my favorite Spider-Man movie. 

I’ve always been into superheroes, but this is the movie that inspired me to go out the next day to my local comic shop. From there, I saw and picked up Amazing Spider-Man #1 (2014) which started fresh after the conclusion of the Superior Spider-Man saga (and likely re-numbered to capitalize on the release of this film). This film ignited my love of comics and throughout high school I collected weekly. In a sense, this movie helped me become the man I am today.

Beyond personal sentiment, I genuinely love every aspect of this iteration of Spider-Man. This is, in my opinion, the best live-action suit in the Spider-Man filmography and arguably one of the best suits of any superhero movie. I also find the chemistry between Andrew and Emma to be the most engaging of any romantic pairing in any superhero film. On top of that, the action and score (shout out to The Electro Suite) are top-notch. I also feel that this movie captures the “friendly neighborhood” aspect of Spider-Man the most, as there are many scenes throughout designed around saving and comforting the people of New York.

While there will likely be more Spider-Man films that best this in terms of quality, I’m not sure if any of them will be able to dethrone this one in my eyes as a personal favorite.",,2023-08-18
2023-08-19,Blue Beetle,2023,https://boxd.it/4IAsTt,3.5,,"Blue Beetle is one of my blind spots when it comes to superhero knowledge, so I wasn’t quite sure what to expect. This film is extremely generic as far as origin stories go, but it was still a necessary addition to the existing DC film canon. The commentary on gentrification and ‘Kickstart My Heart’ needle drop were greatly appreciated and the resolution to Jaime’s fight with Carapax hit unexpectedly hard. George Lopez as Rudy Reyes was the standout for me, and I’m so happy to see Xolo Mariduena start to branch out from Cobra Kai.",,2023-08-18
2023-08-19,The Texas Chain Saw Massacre,1974,https://boxd.it/4IDdwv,4.5,,"Had to make sure I watched this today, not only because I found out it takes place on my birthday, but also because today is the fiftieth anniversary of the event.",,2023-08-18
2023-08-19,Pokémon Detective Pikachu,2019,https://boxd.it/4IER23,4,Yes,Two words: Torterra Garden,,2023-08-18
2023-08-21,Landscape with Invisible Hand,2023,https://boxd.it/4JbRVt,3,,"For the most part, this film’s approach to humanity’s first contact with aliens is a fresh take that I haven’t seen been explored before. The first act serves as a striking commentary on the corrupting and destructive influence of hyper-capitalism. However, I felt that at some point it loses Adam’s perspective, which is ironic considering the climax hinges on his grief and anger with society. As a result, I didn’t find the second half of the film to be as impactful as it could have been.",,2023-08-20
2023-08-22,The Wind Rises,2013,https://boxd.it/4JF3VN,5,Yes,"This film is special to me because it is the only Ghibli movie I’ve had the fortune of seeing during its original theatrical release, and now for its tenth anniversary. I’ve always been fond of this film’s ironically more grounded perspective in chronicling Jiro Horikoshi’s life as well as the history of early twentieth century Japan. On this viewing, I became more aware of the true mastery that Hayao Miyazaki displays, as this is the pinnacle of his decades-long career. The sprawling cityscapes with hundreds of moving people, as well as the beautiful vistas and dedication to the majesty of aviation. Sadly, this is one of the more under-appreciated Ghibli films, but one that I believe to be among the best.",,2023-08-21
2023-08-28,Strays,2023,https://boxd.it/4LqHEP,3,,"It’s got some good jokes, but 90% of the shots in this movie look like they were made with artificial intelligence. Great ‘Wrecking Ball’ needle drop. I miss Sparky.",,2023-08-27
2023-08-30,The Last Voyage of the Demeter,2023,https://boxd.it/4M64EP,3,,"About thirty minutes too long, but I can always appreciate a rime of an ancient mariner.",,2023-08-29
2023-09-01,The Equalizer 3,2023,https://boxd.it/4ME39J,3,,"I was hoping for something a bit more introspective for the final installment, but Denzel is enough to keep me entertained. Unfortunately, this film has one of the most unimaginative and ultimately meaningless final confrontations I’ve ever seen.",,2023-08-31
2023-09-02,Golda,2023,https://boxd.it/4MW1Bn,3.5,,"Helen Mirren is unrecognizable as Golda Meir and delivers a powerhouse performance. This film primarily depicts the tense machinations of the war room during the Yom Kippur War. Sadly, this film is somewhat inaccessible to those without intimate prior knowledge of the event. I was able to follow along enough, but was left confused by multiple decisions and skirmishes (and an awkward bird metaphor). I also wish the referenced maps were more deliberate in highlighting key events, as they could have been a useful tool to relay information to the audience. There were a few shots and scenes that caught my attention in a good way, such as weaving actual historical footage together with the film. On a more lighthearted note, this has to beat the record for the most screen time a cigarette has had in a movie.",,2023-09-01
2023-09-05,Bottoms,2023,https://boxd.it/4NVfUb,4.5,,This film was made explicitly for people that grew up watching ‘Diary of a Wimpy Kid’ and you can’t convince me otherwise. 2023 is the year of Ayo Edebiri.,,2023-09-04
2023-09-10,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,https://boxd.it/4P7CNl,5,Yes,This movie permanently altered my brain chemistry (especially Rengoku).,,2023-09-09
2023-09-10,The Incredibles,2004,https://boxd.it/4Pd1xH,5,Yes,Can’t believe it’s been almost twenty years and there still isn’t a better superhero movie than this.,,2023-09-09
2023-09-13,Burn After Reading,2008,https://boxd.it/4QcXAL,3.5,,A movie in which George Clooney literally becomes a victim of gangstalking.,,2023-09-12
2023-09-15,A Haunting in Venice,2023,https://boxd.it/4QFOx7,3.5,,"This film doesn’t break the mold set by the other two related entries in this series, but it is still a gripping murder mystery nonetheless. For this Hercule Poirot detective caper, I appreciated the incorporation of supernatural elements and the overall chilling atmosphere that differentiates it among the rest. I really like Kenneth Branagh both as an actor and as a director—he’s one of the few people I would consider a classical thespian—and I’d gladly take a hundred more of these mysteries. It’s clear Branagh has a lot of passion for Agatha Christie novels and Poirot as a character, and he eats up every scene with his sappy French accent.",,2023-09-14
